Author|Title|urlFileName
Midnight Music|Eighty-Eight Proof #BoogieWoogie #PianoBlues #BluesMusic #JukeJoint #PianoMusic #BoogieWoogiePiano|https://www.youtube.com/watch?v=J9MX2ypTFM8&list=RDJ9MX2ypTFM8&start_radio=1
Coustic Blues|Running Up That Hill – Kate Bush - Acoustic Blues Harmonica Cover|https://www.youtube.com/watch?v=sGPknbE6Z9o&list=RDsGPknbE6Z9o&start_radio=1
Aura Vault Official|The Sound of Silence - The Version Paul Simon Might Have Written at Midnight - Dark Blues|https://www.youtube.com/watch?v=EJMI49fnJOw&list=RDEJMI49fnJOw&start_radio=1
House Blues Music|She Walked In at Twelve — Deep Blues Shuffle - Hypnotic Midnight Blues|https://www.youtube.com/watch?v=f29fyUh_PSw&list=RDf29fyUh_PSw&start_radio=1
Vespera Blues|Knockin' on Heaven's Door - Bob Dylan - Dark Acoustic Delta Blues & Harmonica Cover|https://www.youtube.com/watch?v=wuuXLie-dQ8&list=RDwuuXLie-dQ8&start_radio=1
Acoustic Blues Studio|Green Green Grass of Home - Acoustic Blues Accordian Version|https://www.youtube.com/watch?v=4Tz-U1PxRzQ&list=RD4Tz-U1PxRzQ&start_radio=1
Midnight Cotton Blues|Sweet Child O' Mine (Guns N' Roses) Reborn as Dark Delta Blues - Midnight Cotton Blues|https://www.youtube.com/watch?v=QaqQjsassjU&list=RDQaqQjsassjU&start_radio=1
George Dalton|Oh! Carol (Neil Sedaka) - Dark Delta Blues Cover - Soulful Acoustic Version|https://www.youtube.com/watch?v=YxV45dZWE-c&list=RDYxV45dZWE-c&start_radio=1
Black Hollow Country|Stuck on You - Lionel Richie - This Dark Country Blues Version Will Break Your Heart|https://www.youtube.com/watch?v=XpIqeEruWRU&list=RDXpIqeEruWRU&start_radio=1
Blackwood Country|Don't Cry - Guns N' Roses - Haunting Dark Country Cover|https://www.youtube.com/watch?v=SCgBM4PSIkU&list=RDSCgBM4PSIkU&start_radio=1
Whiskey Howl|This Song Proves Blues-Rock Never Died - Raw Passion & Authentic Grind|https://www.youtube.com/watch?v=U1a_tO6UHXo&list=RDU1a_tO6UHXo&start_radio=1
Ghost Highway|In the Air Tonight - Phil Collins - Dark Country Rock Version - Ghost Highway|https://www.youtube.com/watch?v=7VwDV3rPljc&list=RD7VwDV3rPljc&start_radio=1
Whiskey Howl|John Legend – All of Me - Rock Blues Cover 🎸 Powerful Electric Guitar & Emotional Male Vocals|https://www.youtube.com/watch?v=4QmcE40edBs&list=RD4QmcE40edBs&start_radio=1
TopPop|The Everly Brothers - Bye Bye Love - Platengala 1984 • TopPop|https://www.youtube.com/watch?v=owccojrbW8Q&list=RDowccojrbW8Q&start_radio=1
Girlcoustic|A Whole Lotta Love - Led Zeppelin - Acoustic Blues Harmonica|https://www.youtube.com/watch?v=mzUWdH5QZcY&list=RDmzUWdH5QZcY&start_radio=1
Girlcoustic|Stand By Me - Ben E. King - Acoustic Blues Harmonica Version|https://www.youtube.com/watch?v=s82G5-TzO7A&list=RDs82G5-TzO7A&start_radio=1
NOAPOLOGY|Alannah Myles - Black Velvet (cover by NOAPOLOGY)|https://www.youtube.com/watch?v=qLY4wyqbuX4&list=RDqLY4wyqbuX4&start_radio=1
AlannahMylesVEVO|Alannah Myles - Black Velvet|https://www.youtube.com/watch?v=tT4d1LQy4es&list=RDtT4d1LQy4es&start_radio=1
MARISAMONTE|Marisa Monte - Calma (vídeo)|https://www.youtube.com/watch?v=2FNwaTHW87A&list=RD2FNwaTHW87A&start_radio=1
Claudine Swann|Scott McKenzie - San Francisco|https://www.youtube.com/watch?v=PQHb4z0prjo&list=RDPQHb4z0prjo&start_radio=1
ReelinInTheYears66|Pat Benatar • Hit Me With Your Best Shot • 1980 [Reelin' In The Years Archive]|https://www.youtube.com/watch?v=B0M5hHXaolg&list=RDB0M5hHXaolg&start_radio=1
ReelinInTheYears66|The Kinks • Sunny Afternoon • 1967 [Reelin' In The Years Archive]|https://www.youtube.com/watch?v=HE5nY9ckBTo&list=RDHE5nY9ckBTo&start_radio=1
PatBenatarVEVO|Pat Benatar - Love Is A Battlefield (Official Music Video)|https://www.youtube.com/watch?v=IGVZOLV9SPo&list=RDIGVZOLV9SPo&start_radio=1
RoyOrbisonVEVO|Roy Orbison - You Got It (Official Video)|https://www.youtube.com/watch?v=QNAVrQ96mpA&list=RDQNAVrQ96mpA&start_radio=1
WillieNelsonVEVO|Willie Nelson - Always On My Mind (Official Video)|https://www.youtube.com/watch?v=R7f189Z0v0Y&list=RDR7f189Z0v0Y&start_radio=1
WillieNelsonVEVO|Willie Nelson - Always On My Mind (Official Video)|https://www.youtube.com/watch?v=PsdXXwN95pA&list=RDPsdXXwN95pA&start_radio=1
Elvis Presley - Topic|Always on My Mind|https://www.youtube.com/watch?v=PsdXXwN95pA&list=RDPsdXXwN95pA&start_radio=1
Top Hits Music|Elvis Presley Greatest Hits Playlist Full Album Best Songs Of Elvis Presley Playlist Ever #308|https://www.youtube.com/watch?v=m_WZ36ni6bk
ElvisPresleyVEVO|Elvis Presley - Can't Help Falling In Love (Official Audio)|https://www.youtube.com/watch?v=vGJTaP6anOU&list=PLgaFNC_I_ZkkBaGCnJgN-DSFhc4vfO5C7
ElvisPresleyVEVO|Elvis Presley - Bridge Over Troubled Water (Official Audio)|https://www.youtube.com/watch?v=9SlNxUBVQHQ&list=RD9SlNxUBVQHQ&start_radio=1
Elvis Presley|Elvis Presley - Suspicious Minds (EPiC Version - Official Audio)|https://www.youtube.com/watch?v=sz293I-Q9U8&list=RDsz293I-Q9U8&start_radio=1
Elvis Presley|Elvis Presley - In The Ghetto (Jamieson Shaw Remix - Official Audio)|https://www.youtube.com/watch?v=cIBCIJfWRIA&list=RDcIBCIJfWRIA&start_radio=1
Elvis Presley - Topic|Take My Hand, Precious Lord|https://www.youtube.com/watch?v=i0EUIXaEOzQ&list=RDi0EUIXaEOzQ&start_radio=1
Virtual Elvis|VIRTUAL ELVIS - COME HOME TO ME - 1963 VINTAGE SOUND|https://www.youtube.com/watch?v=FH2f_tqj5X4&list=RDFH2f_tqj5X4&start_radio=1
Blues Acoustic Room|The Beatles - Don't Let Me Down (Blues Acoustic Version)|https://www.youtube.com/watch?v=vDYbPNs656s&list=RDvDYbPNs656s&start_radio=1
Midnight Shadows|Hotel California – Eagles - Dark Country Rock Cover - Midnight Shadows|https://www.youtube.com/watch?v=6G5j00oHogI&list=RD6G5j00oHogI&start_radio=1&rv=vDYbPNs656s
TheOldrecordclub|Harry Nilsson ~ Everybody's Talking (1969)|https://www.youtube.com/watch?v=55xQu9eIPIA&list=PLwfNgMs6UeV0h--hUccvBoyhStgQUWoA7
LUNARITHM|Paint It, Black — Dark Vampire Orchestral - Epic Gothic Cinematic Symphony|https://www.youtube.com/watch?v=Ti2TRui-fY8&list=RDTi2TRui-fY8&start_radio=1
George Harrison - Topic|My Sweet Lord (2014 Remaster)|https://www.youtube.com/watch?v=6wHBsMoHFWs&list=RD6wHBsMoHFWs&start_radio=1
Folk Experience|The Mamas & The Papas - California Dreamin'|https://www.youtube.com/watch?v=N-aK6JnyFmk&list=RDN-aK6JnyFmk&start_radio=1
The Doors|The Doors - The Very Best of The Doors - The Doors Greatest Hits|https://www.youtube.com/watch?v=4U3eYkvY9pE&list=RD4U3eYkvY9pE&start_radio=1
Don McLean - Topic|American Pie|https://www.youtube.com/watch?v=iX_TFkut1PM&list=RDiX_TFkut1PM&start_radio=1
Smurfstools Oldies Music Time Machine|THE SUPREMES 📀 Where Did Our Love Go (Diana Ross) 4K {Stereo} Summer 1964|https://www.youtube.com/watch?v=Kd8T1xpe3uA&list=RDKd8T1xpe3uA&start_radio=1
Suzyy70|Oliver - Good Morning Starshine|https://www.youtube.com/watch?v=whmzEXywq40&list=RDwhmzEXywq40&start_radio=1
Yusuf / Cat Stevens|Yusuf / Cat Stevens – Morning Has Broken (Official Lyric Video)|https://www.youtube.com/watch?v=DmAOBosGlHY&list=RDDmAOBosGlHY&start_radio=1
LizardPulse Rituals|The doors - Break On Through ( To The Other Side )|https://www.youtube.com/watch?v=-r679Hhs9Zs&list=PL7DlGI0vwP4S6tlQ-kMqrl6VCaN053_BN
BIG CAT STUDIO|WHEN A MAN LOVES A WOMAN - JOHN DAVIS - SOUL BLUES 2026|https://www.youtube.com/watch?v=vBVNWRvy5zo&list=RDvBVNWRvy5zo&start_radio=1&pp=oAcB
House Blues Music|Slow Road, Warm Coffee — Relaxing Blues Shuffle - Original Blues Music|https://www.youtube.com/watch?v=sMl5gQJxMnY&list=RDsMl5gQJxMnY&start_radio=1&pp=oAcB
Vespera Blues|Sailing - Rod Stewart - Emotional Acoustic Delta Blues & Harmonica Cover|https://www.youtube.com/watch?v=rm0KkGkXyrY&list=RDrm0KkGkXyrY&start_radio=1&pp=oAcB
Faux Country Radio|Wasatch - Boot-Stompin' Country Night (Official Music Video)|https://www.youtube.com/watch?v=0gJ7Y9DTpkQ&list=RD0gJ7Y9DTpkQ&start_radio=1&pp=oAcB
Barrelhouse Woogie|Chuck Berry - You Never Can Tell - Barrelhouse Boogie Woogie Performance (Rock & Roll Groove)|https://www.youtube.com/watch?v=qzzz40X62iY&list=RDqzzz40X62iY&start_radio=1&pp=oAcB
Midnight Shadows|Don't Cry – Guns N' Roses - Dark Country Rock Cover - Midnight Shadows|https://www.youtube.com/watch?v=oBTrnkJ1RT0&list=RDoBTrnkJ1RT0&start_radio=1&pp=oAcB
The Grit Shift|HANG ON SLOOPY - This Is What Happens When Garage Rock Meets Crushing Slide Guitar|https://www.youtube.com/watch?v=Ex3W3fJLnPg&list=RDEx3W3fJLnPg&start_radio=1&pp=oAcB
Elton M-AIcoversStars|Boogie Chillun - John lee hooker (cover)|https://www.youtube.com/watch?v=wC2slh-_Ngs&list=RDwC2slh-_Ngs&start_radio=1&pp=oAcB
The Grit Shift|LAYLA - This Heavy Southern Rock Version CHANGES EVERYTHING|https://www.youtube.com/watch?v=Uxl4cpeFISQ&list=RDUxl4cpeFISQ&start_radio=1&pp=oAcB
Dust Road Blues|Thunder on the Blacktop - Classic Rock Blues with Powerful Vocals - ZZ Top Road Vibe|https://www.youtube.com/watch?v=iCYcbzLAvh4&list=RDiCYcbzLAvh4&start_radio=1&pp=oAcB0gcJCRMMAYcqIYzv
Rockin' BluesTakis|Matt Murphy - Murphy's Boogie 1963 (live)|https://www.youtube.com/watch?v=rT8D_L2bBGQ&list=RDrT8D_L2bBGQ&start_radio=1&pp=oAcB
The drops2026|THE DROPS2026- LET IT RIDE BABY (Roadhouse Boogie Blues Rock) @Musicreator-69|https://www.youtube.com/watch?v=Q5dwZc_zEpk&list=RDQ5dwZc_zEpk&start_radio=1&pp=oAcB
BLACKLINE PILGRIM|BLACKLINE PILGRIM - The Last Outlaw Prayer (Official Audio)|https://www.youtube.com/watch?v=303z8JCVFgk&list=RD303z8JCVFgk&start_radio=1&pp=oAcB
BLACKLINE PILGRIM|BLACKLINE PILGRIM - The Last Outlaw Prayer (Official Audio)|https://www.youtube.com/watch?v=u1V8YRJnr4Q&list=PLtzV2248lUVVzJtztzISYvxBDa0wvA4cU
Creedence Clearwater Revival|Creedence Clearwater Revival - I Put A Spell On You (Official Audio)|https://www.youtube.com/watch?v=j7xIJP76UiY&list=PLtzV2248lUVWzyQEZ8ttRB-YZPvDO_iNY
Creedence Clearwater Revival|Creedence Clearwater Revival - Born On The Bayou (Official Audio)|https://www.youtube.com/watch?v=6Bf0Jb_T_zU&list=PLtzV2248lUVV7FzNYAaVFDNXpYdcrqWPM&pp=iAQB8AUB
Creedence Clearwater Revival|Creedence Clearwater Revival - Green River (Official Audio)|https://www.youtube.com/watch?v=yblM38DAYy0&list=PLtzV2248lUVVI8Qv7OBK-xATsJXMbvyGB&pp=iAQB8AUB
Creedence Clearwater Revival|Creedence Clearwater Revival - Down On The Corner (Official Audio)|https://www.youtube.com/watch?v=WLdEZHpQ50c&list=PLtzV2248lUVVzDHCjxgndQk3ET2Junchn&pp=iAQB8AUB
Creedence Clearwater Revival|Creedence Clearwater Revival - Ramble Tamble (Official Audio)|https://www.youtube.com/watch?v=KxOJrSVL8g4&list=PLtzV2248lUVWrXUHL-95o_bm1zAvoCw8z&pp=iAQB8AUB
Creedence Clearwater Revival|Creedence Clearwater Revival - Pagan Baby (Official Audio)|https://www.youtube.com/watch?v=pTDWCeCtyL0&list=PLtzV2248lUVVayZXKt-jiqzjKBDurN8W1&pp=iAQB8AUB
Creedence Clearwater Revival|Creedence Clearwater Revival - Lookin' For A Reason (Official Audio)|https://www.youtube.com/watch?v=O7fDzFVOYik&list=PLtzV2248lUVUZrFwzyYnpDGax5FlZwoEO&pp=iAQB8AUB
Sleepless in America FM|Danny Rocks This Square - Original 1958 Rock ’n’ Roll Song & Vintage Music Video|https://www.youtube.com/watch?v=7WD33HOEA1w&list=RD7WD33HOEA1w&start_radio=1
Romance Studio|Remember the Good Old Days - Elvis Presley Inspired Love Songs 50s & 60s|https://www.youtube.com/watch?v=KNchd1RhUCU&list=RDKNchd1RhUCU&start_radio=1
